ranking,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_2023,ganancia_2023,activos_2023,pasivos_2023,patrimonio_2023,ingresos_2022,ganancia_2022,activos_2022,pasivos_2022,patrimonio_2022,grupo_niif
795,806009543,UFINET COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6190 - Otras actividades de telecomunicaciones,Servicios,367218219,75961651,852222560,650681737,201540823,261004752,20414462,606323041,480743869,125579172,10 NIIF Plenas - Individual Grupo 1
796,860000580,MERCK S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,366044644,19756956,234491621,51494999,182996622,343097184,30944528,221636859,59288386,162348473,10 NIIF Plenas - Individual Grupo 1
797,860512466,SABANALAC SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CAJICA,C1040 - Elaboración de productos lácteos,Manufactura,365733692,12153697,143618400,109426594,34191806,284918816,10182652,83726113,61874199,21851914,40 NIIF Pymes - Individual Grupo 2
798,800059030,AGRICOLA EL RETIRO SAS EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO,A0122 - Cultivo de plátano y banano,Agropecuario,364775347,-10566412,353870210,104217134,249653076,255158080,1023266,275071066,67277045,207794021,10 NIIF Plenas - Individual Grupo 1
799,901081311,PUNTOS COLOMBIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,Servicios,364607188,-3055078,250310845,230338349,19972496,320325952,3825762,234615504,211587930,23027574,10 NIIF Plenas - Individual Grupo 1
800,901122402,SCOTIA GLOBAL BUSINESS SERVICES COLOMBIA ZONA FRANCA EMPRESARIAL S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",N8211 - Actividades combinadas de servicios administrativos de oficina,Servicios,364326010,13162476,312865736,162031033,150834703,351298880,16190472,290241379,152569152,137672227,10 NIIF Plenas - Individual Grupo 1
801,800114766,FRESKALECHE S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA,C1040 - Elaboración de productos lácteos,Manufactura,363793355,6468746,118558021,78837452,39720569,334095232,8459847,86459084,44995776,41463308,20 NIIF Plenas - Separado Grupo 1
802,900403002,DNA DISTRINAL SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,G4631 - Comercio al por mayor de productos alimenticios,Comercio,363755083,5585006,146950749,122944259,24006490,403687808,2569546,95469996,77048513,18421483,40 NIIF Pymes - Individual Grupo 2
803,900239001,PRODUCTOS FAMILIA  CAJICA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,C1709 - Fabricación de otros artículos de papel y cartón,Manufactura,363728043,81288991,363416006,70928987,292487019,341674848,76425490,291973955,80775927,211198028,10 NIIF Plenas - Individual Grupo 1
804,890900308,FABRICATO S.A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,BELLO,C1312 - Tejeduria de productos textiles,Manufactura,361847000,-122512000,761492000,443586000,317906000,484258457,2235716,849487450,400633324,448854126,GRUPO 1
805,890800788,SUMATEC SAS BIC,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",Comercio,361293875,3175053,218570459,186978257,31592202,350526304,8651340,221435960,183137775,38298185,50 NIIF Pymes - Separado Grupo 2
806,860514592,DEPOSITO PRINCIPAL DE DROGAS LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",Comercio,361241884,5506793,241851298,208439545,33411753,344791008,3322921,229766960,201862000,27904960,50 NIIF Pymes - Separado Grupo 2
807,900203566,ABASTECEMOS DE OCCIDENTE SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,YUMBO,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",Comercio,361010349,5530200,76006877,34007963,41998914,319394432,5059097,68548685,30722924,37825761,40 NIIF Pymes - Individual Grupo 2
808,860023264,SECURITAS COLOMBIA SA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",N8010 - Actividades de seguridad privada,Servicios,360918594,4240072,105337346,61930632,43406714,296023280,10741780,98233061,58548977,39684084,GRUPO 1
809,900394791,Masivo Capital SAS En Reorganizacion,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H4921 - Transporte de pasajeros,Servicios,360542471,-9741159,678991094,655321702,23669392,314812448,-23706433,660813006,627402455,33410551,40 NIIF Pymes - Individual Grupo 2
810,830106920,LABORATORIOS BIOPAS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,360077897,9336275,223950456,123332802,100617654,318792544,8400250,203882441,112601062,91281379,20 NIIF Plenas - Separado Grupo 1
811,890106814,GRANOS Y CEREALES DE COLOMBIA SA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD,C1051 - Elaboración de productos de molinería,Manufactura,357416725,9461826,261616414,165479651,96136763,328950560,23398159,240194980,155824398,84370582,20 NIIF Plenas - Separado Grupo 1
812,901109174,FRUBANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4631 - Comercio al por mayor de productos alimenticios,Comercio,357368373,-104094025,66253238,44694303,21558935,254941440,-98880964,57208841,28431683,28777158,10 NIIF Plenas - Individual Grupo 1
813,800090890,NUTRIMENTI DE COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"C1020 - Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",Manufactura,356129684,-15113464,360910852,273738274,87172578,280123840,-19163505,324921222,312635180,12286042,10 NIIF Plenas - Individual Grupo 1
814,830050228,ADECCO SERVICIOS COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",N7830 - Otras actividades de provisión de talento humano,Servicios,355949473,5125144,97537572,71341429,26196143,362442560,-1038580,95645869,74574870,21070999,10 NIIF Plenas - Individual Grupo 1
815,830007691,SOLETANCHE BACHY COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4390 - Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,Construccion ,355760720,-664376,298064299,206491265,91573034,322876224,3039538,317377676,226043518,91334158,20 NIIF Plenas - Separado Grupo 1
816,860002274,ETERNA S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2219 - Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,Manufactura,355086395,12657313,431789344,335097563,96691781,271106368,-1197985,357929350,273607028,84322322,20 NIIF Plenas - Separado Grupo 1
817,860508392,SERVIOPTICA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",Manufactura,354892092,15563307,233076446,93686485,139389961,236732208,-1659381,174868112,105323740,69544372,10 NIIF Plenas - Individual Grupo 1
818,900819727,PES COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,Servicios,354300881,144142,147347197,94926394,52420803,353409408,47060178,197922225,145645564,52276661,50 NIIF Pymes - Separado Grupo 2
819,800116871,C.I.IMPORTEX S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4669 - Comercio al por mayor de otros productos n.c.p.,Comercio,354160549,15143352,112733188,91015577,21717611,427290976,13450060,162112921,147740410,14372511,10 NIIF Plenas - Individual Grupo 1
820,830511110,SKF Latin Trade SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,Comercio,353281980,3488102,142362470,86849511,55512959,327015136,14622108,151899268,96846246,55053022,10 NIIF Plenas - Individual Grupo 1
821,860076820,POLLO ANDINO SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",A0145 - Cría de aves de corral,Agropecuario,353060996,16352775,189575126,71534038,118041088,322231680,15857959,173728446,72067112,101661334,40 NIIF Pymes - Individual Grupo 2
822,901126410,PROYECTOS DE INVERSIÓN VIAL DEL ORIENTE S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4210 - Construcción de carreteras y vías de ferrocarril,Construccion ,351972920,68011588,252565369,295066605,-42501236,292005760,-117786135,256456149,366968973,-110512824,10 NIIF Plenas - Individual Grupo 1
823,800186228,Ingenieria de vias sas,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4210 - Construcción de carreteras y vías de ferrocarril,Construccion ,351214647,1047699,541263302,373376814,167886488,347911392,1318099,493923219,374630431,119292788,20 NIIF Plenas - Separado Grupo 1
824,830131993,EFECTIVO LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,Servicios,350686512,23329815,399417768,269713799,129703969,437000576,28043781,466365339,314201546,152163793,40 NIIF Pymes - Individual Grupo 2
825,830021253,Crown Colombiana S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,Manufactura,350526718,39816818,275855051,134144155,141710896,464492448,62214276,388075384,223967030,164108354,10 NIIF Plenas - Individual Grupo 1
826,802025052,E2 ENERGIA EFICIENTE S.A. E.S.P.,SUPERSERVICIOS,Costa Atlántica,ATLANTICO,BARRANQUILLA,"G4661 - Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio,350420760,3037839,119228896,95773263,23455633,302351633,4441558,108035119,82399544,25635575,
827,900532504,DAVITA S.A.S.,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,"Q8621 - Actividades de la práctica médica, sin internación",Servicios,350405395,14223087,343990000,198551000,145439000,258880911,-16517045,244400790,179061248,65339542,GRUPO 2
828,900377085,OPERACION Y MANTENIMIENTO INTEGRAL DE ACTIVOS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,Minero,350166225,4212836,171848593,151788377,20060216,287582912,1659035,164768929,146678953,18089976,20 NIIF Plenas - Separado Grupo 1
829,860015547,MMS COMUNICACIONES COLOMBIA SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",M7310 - Publicidad,Servicios,350133094,19585905,324436972,221748218,102688754,249636592,13632054,282522089,199419240,83102849,10 NIIF Plenas - Individual Grupo 1
830,860403972,POLLOS SAVICOLSA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",A0145 - Cría de aves de corral,Agropecuario,349949472,9881683,142829011,54271172,88557839,317545728,6100195,135378037,53777418,81600619,50 NIIF Pymes - Separado Grupo 2
831,890937015,DISTRIBUIDORA TROPICANA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4631 - Comercio al por mayor de productos alimenticios,Comercio,349724443,215609,137879294,88145003,49734291,365722656,5141096,131875651,82356969,49518682,50 NIIF Pymes - Separado Grupo 2
832,860006160,PLASTILENE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SOACHA,C2229 - Fabricación de artículos de plástico n.c.p.,Manufactura,349563245,15229575,307971326,145835071,162136255,400411872,2619806,332878850,197284280,135594570,20 NIIF Plenas - Separado Grupo 1
833,860030808,CHAMPIONX DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2029 - Fabricación de otros productos químicos n.c.p.,Manufactura,349018105,20024046,235754450,120690226,115064224,307434432,9179156,191313554,100384255,90929299,10 NIIF Plenas - Individual Grupo 1
834,860008018,ESTUDIOS TECNICOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,Servicios,348619127,23823148,213572835,78408507,135164328,279339136,13054194,189862210,62091404,127770806,20 NIIF Plenas - Separado Grupo 1
835,900338494,Dexco Zona Franca S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"C1620 - Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",Manufactura,348045701,75481787,341028802,35731926,305296876,342274016,69107248,258664596,28849507,229815089,10 NIIF Plenas - Individual Grupo 1
836,860048867,DISAN COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",Comercio,347696781,-3506156,257714268,182844430,74869838,441485376,12222716,291363870,210241837,81122033,20 NIIF Plenas - Separado Grupo 1
837,860001899,CORPACERO SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,C2410 - Industrias básicas de hierro y de acero,Manufactura,347445451,-13237657,429274703,196538069,232736634,473630272,710892,473251638,227277347,245974291,10 NIIF Plenas - Individual Grupo 1
838,830107528,GENERARCO S.A.S. E.S.P.,SUPERSERVICIOS,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","D3514 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,347140817,18987032,221567278,165055491,56511787,281731508,11423690,170294401,132769646,37524755,
839,900375325,TABASCO OC LLC SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6110 - Actividades de telecomunicaciones alámbricas,Servicios,347076296,8938807,144717334,117649453,27067881,169840016,15363251,70267824,52138749,18129075,10 NIIF Plenas - Individual Grupo 1
840,890500675,COMFAORIENTE   I.P.S.,SUPERSALUD,Centro - Oriente,NORTE DE SANTANDER,CUCUTA,Q8699 - Otras actividades de atención de la salud humana,Servicios,346040397,153260,66607564,58999619,7607945,289362858,3125904,55061089,47606404,7454685,GRUPO 2
841,860071029,AGROINDUSTRIA DEL RIOFRIO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,Comercio,345892872,7052192,68843344,48865274,19978070,308221504,6873127,65592503,52666624,12925879,10 NIIF Plenas - Individual Grupo 1
842,901418117,QATAR AIRWAYS SUCURSAL COLOMBIA,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H5122 - Transporte aéreo,Servicios,345598283.804,0,2025898.681,2022183.931,3714.75,324683013.422,0,371657.601,367942.851,3714.75,GRUPO 2
843,900178724,MEDPLUS MEDICINA PREPAGADA S.A/ MEDPLUS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",Q8699 - Otras actividades de atención de la salud humana,Servicios,345173471,18955995,227383687,130964251,96419436,344885118,35639775,212008155,135063468,76944687,GRUPO 2
844,890100783,INDUSTRIAS CANNON DE COLOMBIA S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",Manufactura,345167332,8296487,335391480,142116448,193275032,341508352,36051,388137830,202469360,185668470,10 NIIF Plenas - Individual Grupo 1
845,900541359,WIN SPORTS S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6020 - Actividades de programación y transmisión de televisión,Servicios,344977577,2530710,258550081,158439604,100110477,306950176,5923872,249099766,151519999,97579767,10 NIIF Plenas - Individual Grupo 1
846,900439562,IMPALA TERMINALS COLOMBIA S.A.S.,SUPERTRANSPORTE,Costa Atlántica,ATLANTICO,BARRANQUILLA,H5224 - Almacenamiento y actividades complementarias al transporte,Servicios,344774828,-127290461,1066521692,1736864097,-670342405,347949500,-144427715,1375725599,2077808938,-702083339,GRUPO 2
847,900240018,LOS COMUNEROS HOSPITAL UNIVERSITARIO DE BUCARAMANGA,SUPERSALUD,Centro - Oriente,SANTANDER,BUCARAMANGA,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,344671000,11211620,170360000,129433695,40926305,298280729,8525519,183070198,153355512,29714686,GRUPO 2
848,900459857,VECTOR CONSTRUCCIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4111 - Construcción de edificios residenciales,Construccion ,344471526,57312653,833062809,532578263,300484546,347276416,63626936,696831016,453660452,243170564,40 NIIF Pymes - Individual Grupo 2
849,890926257,INMEL INGENERIERIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,F4321 - Instalaciones eléctricas,Construccion ,343386521,11752104,206887161,140961777,65925384,283882560,10186573,168551984,114485009,54066975,50 NIIF Pymes - Separado Grupo 2
850,900681625,ENVASES DE TOCANCIPA S.A.S    ,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA,C2229 - Fabricación de artículos de plástico n.c.p.,Manufactura,343277831,63137304,264956116,70972411,193983705,332471584,35874410,270796450,131778268,139018182,10 NIIF Plenas - Individual Grupo 1
851,830025281,ANNAR DIAGNOSTICA IMPORT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4690 - Comercio al por mayor no especializado,Comercio,342754070,26229552,394214307,84631366,309582941,346359008,25536849,360935305,71823378,289111927,10 NIIF Plenas - Individual Grupo 1
852,900254148,AEROVIAS DE MEXICO SA DE CV AEROMEXICO SUCURSAL COLOMBIA,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H5112 - Transporte aéreo,Servicios,342604151.058,68038391.388,108650882.088,21646111.7,87004770.388,307939148.886,56740738.9,88017702.582,30280685.131,57737017.451,GRUPO 1
853,900771349,CLINICA DESA CALI,SUPERSALUD,Costa Pacífica,VALLE DEL CAUCA,CALI,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,342527000,15575927,165510000,135843570,29666430,269314337,8696935,122322132,108231629,14090503,GRUPO 2
854,800187974,COLOMBIA ENERGY DEVELOPMENT CO.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0610 - Extracción de petróleo crudo,Minero,341748515,5967277,665815680,154993567,510822113,301064832,57204493,624788231,336325851,288462380,10 NIIF Plenas - Individual Grupo 1
855,900342064,Sociedad Comercializadora De Insumos y Servicios Médicos S.A.S,SUPERSALUD,Eje Cafetero,RISARALDA,PEREIRA,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,341621798,2316060,396652000,239317000,157335000,245911605,-52482044,336450142,183896915,152553227,GRUPO 2
856,800165377,GRUPO DECOR S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",Comercio,340985179,12517161,246000731,208504589,37496142,419604352,25609704,283009838,232411267,50598571,20 NIIF Plenas - Separado Grupo 1
857,900422614,EXPERIAN COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",Servicios,340134253,-18877930,847239172,347058192,500180980,305924384,76168766,843551488,323388646,520162842,20 NIIF Plenas - Separado Grupo 1
858,890903711,PROCESADORA DE LECHES S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1040 - Elaboración de productos lácteos,Manufactura,340086671,7759961,147781684,53986493,93795191,293442720,22895630,121653682,75507963,46145719,10 NIIF Plenas - Individual Grupo 1
859,900460506,TACA INTERNATIONAL AIRLINES SA SUCURSAL COLOMBIA,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H5112 - Transporte aéreo,Servicios,339816306.334,34618721.668,140986003.644,82343207.694,58642795.95,189865612.86,6087890.186,72928088.21,37617704.771,35310383.439,GRUPO 2
860,900640334,COLPATRIA MEDICINA PREPAGADA S.A.,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",Q8699 - Otras actividades de atención de la salud humana,Servicios,339228167,624746,138457132,104309651,34147481,302465619,4283319,138492952,116090080,22402872,GRUPO 1
861,901424783,MINEX INDUSTRIAL SERVICES SAS C.I,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",Comercio,339055730,2649009,129803952,130267729,-463777,235772576,-4844315,153072329,156185115,-3112786,40 NIIF Pymes - Individual Grupo 2
862,860002459, CONSORCIO METALURGICO NACIONAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2410 - Industrias básicas de hierro y de acero,Manufactura,338889158,414881,253507127,123132752,130374375,428967904,6906451,295153741,165819905,129333836,10 NIIF Plenas - Individual Grupo 1
863,891301549,NUTRIENTES AVICOLAS S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,A0145 - Cría de aves de corral,Agropecuario,338539412,9939992,241280200,153256453,88023747,308686656,7073814,241226584,159712533,81514051,10 NIIF Plenas - Individual Grupo 1
864,900307098,CI MINER COQUE DE COLOMBIA LTDA,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",Comercio,338440955,72050722,297721695,94568862,203152833,441180128,87552715,407732198,276630087,131102111,40 NIIF Pymes - Individual Grupo 2
865,891580002,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.,SUPERSALUD,Costa Pacífica,CAUCA,POPAYAN,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,338368428,13802649,398762222,61829613,336932609,278928398,4075165,344665441,21391232,323274209,CGN RES. 414/2014
866,860002067,PROQUINAL S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1399 - Fabricación de otros artículos textiles n.c.p.,Manufactura,337265030,31054113,365807531,157548478,208259053,376087616,7406667,419391528,207135584,212255944,10 NIIF Plenas - Individual Grupo 1
867,824001398,ASOCIACIÓN DE CABILDOS INDÍGENAS DEL CESAR Y GUAJIRA 'DUSAKAWI A.R.S.I.',SUPERSALUD,Costa Atlántica,CESAR,VALLEDUPAR,O8430 - Actividades de planes de seguridad social de afiliación obligatoria,Servicios,337140359,-155696850,112760002,258245307,-145485305,311267385,-20710258,120163523,111729009,8434514,CGN RES. 414/2014
868,860000656,HMV INGENIEROS LTDA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,Servicios,336958211,6777589,323455427,203072619,120382808,334150336,5437573,317988154,204167093,113821061,20 NIIF Plenas - Separado Grupo 1
869,900078003,AMCOR HOLDINGS AUSTRALIA PTY LTD SUCURSAL COLOMBIA,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,PALMIRA,C2229 - Fabricación de artículos de plástico n.c.p.,Manufactura,335996714,43482429,321392757,229623615,91769142,328269504,-13402685,357872780,309586067,48286713,10 NIIF Plenas - Individual Grupo 1
870,800023551,C.I. FORTIA MINERALS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,PUERTO COLOMBIA,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",Comercio,335979320,-3363652,125638392,112440264,13198128,429602624,-3037884,153134708,136791808,16342900,20 NIIF Plenas - Separado Grupo 1
871,900675423,GRUPO BIOS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO,M7010 - Actividades de administración empresarial,Servicios,335951331,283850505,2061772977,21861899,2039911078,261587824,280397576,1841478533,19746519,1821732014,20 NIIF Plenas - Separado Grupo 1
872,800099903,CARVAJAL EDUCACION S.A.S. ,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,YUMBO,C1709 - Fabricación de otros artículos de papel y cartón,Manufactura,335744807,-9108322,403851411,366656492,37194919,344007680,45875377,476968836,430196831,46772005,10 NIIF Plenas - Individual Grupo 1
873,860002302,ETERNIT COLOMBIANA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SIBATE,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",Manufactura,335642106,9995911,549780443,161570369,388210074,352981184,14791294,567909639,184152767,383756872,10 NIIF Plenas - Individual Grupo 1
874,801000713,ONCOLOGOS DEL OCCIDENTE S.A.S.,SUPERSALUD,Eje Cafetero,CALDAS,MANIZALES,"Q8621 - Actividades de la práctica médica, sin internación",Servicios,334274950,41640278,602210000,192536000,409674000,273886250,13560757,526178671,170260061,355918610,GRUPO 2
875,860350234,BRINKS DE COLOMBIA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",N8010 - Actividades de seguridad privada,Servicios,333967315.256,17887576.449,243913202.987,116540582.605,127372620.382,308766752,15008773,206137402,96652358,109485044,GRUPO 1
876,811007601,EMPRESA DE MEDICINA INTEGRAL EMI S.A.S. SERVICIO DE AMBULANCIA PREPAGADA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,Q8699 - Otras actividades de atención de la salud humana,Servicios,333413312,39810255,242489000,56958000,185531000,274579224,39657723,187292080,45988171,141303909,GRUPO 1
877,891856457,INVERSIONES ELDORADO SAS,SUPERSOCIEDADES,Centro - Oriente,BOYACA,DUITAMA,A0145 - Cría de aves de corral,Agropecuario,332908652,20684310,195858646,92680109,103178537,285320608,13368914,169568870,86984162,82584708,40 NIIF Pymes - Individual Grupo 2
878,900006037,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,SUPERSALUD,Centro - Oriente,SANTANDER,BUCARAMANGA,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,332465018,44485764,583692582,34734501,548958081,278221191,33174071,551903277,45646290,506256987,CGN RES. 414/2014
