ranking,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_2023,ganancia_2023,activos_2023,pasivos_2023,patrimonio_2023,ingresos_2022,ganancia_2022,activos_2022,pasivos_2022,patrimonio_2022,grupo_niif
333,800236937,THE WALT DISNEY COMPANY COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6020 - Actividades de programación y transmisión de televisión,Servicios,843487675,42227836,502655731,386175705,116480026,848827328,37976805,504578225,430326035,74252190,10 NIIF Plenas - Individual Grupo 1
334,805003351,TERMOVALLE S.A.S. E.S.P,SUPERSERVICIOS,Costa Pacífica,VALLE DEL CAUCA,PALMIRA,"D3511 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,843034336,192395861,607385909,337202211,270183698,154445417,58494727,578855440,389159915,189695525,
335,830112215,WORLD FUEL SERVICES COMPANY LLC SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4731 - Comercio al por menor de combustible para automotores,Comercio,838096059,2479263,199091089,106215686,92875403,743537280,-11648562,170586216,125457886,45128330,40 NIIF Pymes - Individual Grupo 2
336,860008448,MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.  ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1040 - Elaboración de productos lácteos,Manufactura,835464148,44388054,910206857,598250187,311956670,688018496,26430799,820661049,526802782,293858267,20 NIIF Plenas - Separado Grupo 1
337,860005265,GASEOSAS COLOMBIANAS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas",Manufactura,834685990,41948563,529666282,256372687,273293595,703205696,6468639,548770453,301144717,247625736,20 NIIF Plenas - Separado Grupo 1
338,901218630,MINEROS ALUVIAL S.A.S. BIC,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,B0722 - Extracción de oro y otros metales preciosos,Minero,833988000,207279000,739175000,280075000,459100000,715564992,147989000,820156000,330127000,490029000,10 NIIF Plenas - Individual Grupo 1
339,891101577,ALCANOS DE COLOMBIA S.A. E.S.P.,SUPERSERVICIOS,Centro - Sur,HUILA,NEIVA,"D3520 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,833875537,141395193,820121811,489661551,330460260,706704488,131356736,814914462,421462649,393451813,
340,860037950,FUNDACION SANTA FE DE BOGOTA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","Q8621 - Actividades de la práctica médica, sin internación",Servicios,832203938,100362000,1221940000,194120000,1027820000,726258834,135278173,1023381694,144180221,879201473,GRUPO 1
341,901249413,AUTECO MOBILITY SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO,C3091 - Fabricación de motocicletas,Manufactura,830900223,17396221,764654882,608076450,156578432,1093910016,-24262908,927904194,838721983,89182211,20 NIIF Plenas - Separado Grupo 1
342,800003765,VIRREY SOLIS IPS SA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,828462341,103601000,480325000,267723000,212602000,800655849,164433239,528503309,331010777,197492532,GRUPO 2
343,900219866,MEDICARTE S.A.S,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,Q8699 - Otras actividades de atención de la salud humana,Servicios,822726763,22036276,362761000,270184105,92576895,687887969,24695401,237224827,156421585,80803242,GRUPO 1
344,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","Q8621 - Actividades de la práctica médica, sin internación",Servicios,821913145,68780405,496315000,320795000,175520000,775112884,117608918,561050728,336702595,224348133,GRUPO 2
345,830513238,CONEXRED SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6190 - Otras actividades de telecomunicaciones,Servicios,819195211,12716968,175425753,142547060,32878693,637438912,18746739,123934377,108735204,15199173,40 NIIF Pymes - Individual Grupo 2
346,900785905,CENTRAL CERVECERA DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4632 - Comercio al por mayor de bebidas y tabaco,Comercio,816969849,-104597924,718573630,547503413,171070217,804640384,-96894175,832302480,605134339,227168141,20 NIIF Plenas - Separado Grupo 1
347,900601327,GRUPO SIDERURGICO REYNA SAS,SUPERSOCIEDADES,Centro - Oriente,BOYACA,SOGAMOSO,C2410 - Industrias básicas de hierro y de acero,Manufactura,814733565,40319229,417947793,223788020,194159773,909833408,48717296,418575141,264734597,153840544,40 NIIF Pymes - Individual Grupo 2
348,811044814,SOCIEDAD DE COMERCIALIZACION INTERNACIONAL GIRDLE & LINGERIE S.A.S ,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"C1410 - Confección de prendas de vestir, excepto prendas de piel",Manufactura,812394635,46526322,645092308,455043600,190048708,774747008,53525238,578983919,444281361,134702558,50 NIIF Pymes - Separado Grupo 2
349,890205361,FUNDACION OFTALMOLOGICA DE SANTANDER - FOSCAL,SUPERSALUD,Centro - Oriente,SANTANDER,FLORIDABLANCA,"Q8621 - Actividades de la práctica médica, sin internación",Servicios,811808697,3923523,1099310000,671312000,427998000,779398253,55102123,918481048,592160142,326320906,GRUPO 2
350,890300292,Laboratorios Baxter S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",Manufactura,810603794,29196045,940015888,204563468,735452420,732110976,37595978,898672713,199210416,699462297,10 NIIF Plenas - Individual Grupo 1
351,900203461,COMERCIALIZADORA COLOMBIANA DE CARBONES Y COQUES SAS CI,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1910 - Fabricación de productos de hornos de coque,Manufactura,809277576,25997078,379655810,267730176,111925634,1072585653,84857234,346184593,255171984,91012609,20 NIIF Plenas - Separado Grupo 1
352,900891350,GOAM 1 C.I S.A.S ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",Comercio,808328000,4478432,172535441,170485578,2049863,1061956864,-1984493,151378848,150806854,571994,10 NIIF Plenas - Individual Grupo 1
353,890301463,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S ,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",Manufactura,807083998,-72561247,1091597168,598995610,492601558,860227712,15575334,973229141,407689702,565539439,20 NIIF Plenas - Separado Grupo 1
354,800134853,Esenttia Masterbatch LTDA ,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA,C2013 - Fabricación de plásticos en formas primarias,Manufactura,805784476,203096749,469327397,112121662,357205735,1086038144,290672388,584869614,139750515,445119099,10 NIIF Plenas - Individual Grupo 1
355,892002210,ELECTRIFICADORA DEL META S.A. E.S.P.,SUPERSERVICIOS,Otros,META,VILLAVICENCIO,"D3514 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,803838169,29844139,826527156,507813574,318713582,700416554,39556199,774983115,454512372,320470743,
356,860002590,BRENNTAG COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",Comercio,803674882,17665021,470690851,292081590,178609261,948857216,31130585,561563247,396686417,164876830,20 NIIF Plenas - Separado Grupo 1
357,860003831,PRODUCTOS RAMO SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1081 - Elaboración de productos de panadería,Manufactura,796767423,15281283,464346485,235861152,228485333,748758720,23883386,437769272,223557909,214211363,20 NIIF Plenas - Separado Grupo 1
358,800185306,COLVANES SAS,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H4923 - Transporte terrestre; transporte por tuberías,Servicios,795638496.236,14564127.898,286569010.11,100657238.61,185911771.5,831692040.792,17511902.23,263295409.255,96745724.386,166549684.869,GRUPO 2
359,900147693,ECODIESEL COLOMBIA SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA,C2029 - Fabricación de otros productos químicos n.c.p.,Manufactura,795084819,57252626,261170317,88956865,172213452,940451968,83460826,234864003,119903177,114960826,10 NIIF Plenas - Individual Grupo 1
360,890901110,CONSTRUCTORA CONCONCRETO S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN,F4220 - Construcción de proyectos de servicio público,Construccion ,792517012,17373579,2697411346,1245562561,1451848785,1033925702,48664405,3023948342,1549325488,1474622854,GRUPO 1
361,890300686,Mondelez Colombia SAS ,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,G4631 - Comercio al por mayor de productos alimenticios,Comercio,791398172,-57142543,303030883,345639138,-42608255,612136256,-498780,288300366,273543183,14757183,10 NIIF Plenas - Individual Grupo 1
362,900411999,COFCO INTERNATIONAL COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,Comercio,788908210,1352849,108088389,133611572,-25523183,1163453952,-1875474,197449466,228982655,-31533189,10 NIIF Plenas - Individual Grupo 1
363,900293923,IPS ESPECIALIZADA S.A.,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,"Q8621 - Actividades de la práctica médica, sin internación",Servicios,787917925,9992360,302246000,285621284,16624716,539472478,1134700,221105434,208473078,12632356,GRUPO 2
364,800087795,CORTEVA AGRISCIENCE DE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2021 - Fabricación de plaguicidas y otros productos químicos de uso agropecuario,Manufactura,784459812,54441384,799778061,273495925,526282136,926903808,69428789,923387672,358438301,564949371,10 NIIF Plenas - Individual Grupo 1
365,890900307,GROUPE SEB ANDEAN S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO,C2750 - Fabricación de aparatos de uso doméstico,Manufactura,782135665,27843210,693291216,370142784,323148432,693314048,32213047,635470912,312991039,322479873,10 NIIF Plenas - Individual Grupo 1
366,890300225,COEXITO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",Comercio,782036311,32908771,404723537,178053891,226669646,748192896,47570580,426430916,232623488,193807428,10 NIIF Plenas - Individual Grupo 1
367,800230447, SODEXO  ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",I5619 - Otros tipos de expendio de comidas preparadas n.c.p.,Servicios,777050066,32095292,203797303,156266738,47530565,631142336,21941304,181418402,144041825,37376577,10 NIIF Plenas - Individual Grupo 1
368,830035246,Dell Colombia INC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",Comercio,775352328,28679857,445135774,434071650,11064124,890356416,-13041573,692689389,676020113,16669276,10 NIIF Plenas - Individual Grupo 1
369,860512249,YANBAL DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",Manufactura,772053186,30419403,391564430,355618527,35945903,621320768,-8103093,412123650,406597150,5526500,10 NIIF Plenas - Individual Grupo 1
370,860037914,COSCUEZ SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","B0820 - Extracción de esmeraldas, piedras preciosas y semipreciosas",Minero,771107945,41520837,213886637,249269606,-35382969,239479296,-19775053,233655764,310559570,-76903806,10 NIIF Plenas - Individual Grupo 1
371,901300741,COESCO COLOMBIA SAS  ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4731 - Comercio al por menor de combustible para automotores,Comercio,770161874,21731968,65899687,20480159,45419528,460155904,17448852,40256666,16569106,23687560,10 NIIF Plenas - Individual Grupo 1
372,860040576,COLTANQUES S A S,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H4923 - Transporte terrestre; transporte por tuberías,Servicios,768061777.811,12845697.445,371045307.16,183049686.083,187995621.077,726405181,13548294.925,314067990,139447954,174620036,GRUPO 1
373,860000261,COMPAÑIA NACIONAL DE LEVADURAS LEVAPAN S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1089 - Elaboración de otros productos alimenticios n.c.p.,Manufactura,766453800,3049627,544835094,382659220,162175874,723340800,2560214,547437309,378335009,169102300,20 NIIF Plenas - Separado Grupo 1
374,800125639,KENWORTH DE LA MONTAÑA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4511 - Comercio de vehículos automotores nuevos,Comercio,766395789,18096793,772163218,636284563,135878655,712130048,12432075,787195322,685533805,101661517,10 NIIF Plenas - Individual Grupo 1
375,901524301,CARBOMAZ S.A.S,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA,C1910 - Fabricación de productos de hornos de coque,Manufactura,764453632,14793402,282630315,169841794,112788521,867784128,106550187,299593006,134973189,164619817,10 NIIF Plenas - Individual Grupo 1
376,800058607,CONTROLES EMPRESARIALES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",Comercio,762653838,23784608,253951991,162303617,91648374,643330944,20535533,202288557,132424791,69863766,20 NIIF Plenas - Separado Grupo 1
377,900161460,TERMOTASAJERO SA ESP,SUPERSERVICIOS,Centro - Oriente,NORTE DE SANTANDER,CUCUTA,"D3511 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,761296157,88665081,442659202,282244814,160414388,418317225,89672796,403560722,262966773,140593949,
378,900479267,FUNDICION RAMIREZ ZONA  FRANCA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,PALMIRA,C2421 - Industrias básicas de metales preciosos,Manufactura,760200353,4206025,82841403,24325997,58515406,583130496,9457985,87482729,33173348,54309381,10 NIIF Plenas - Individual Grupo 1
379,800020706,NALSANI S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","C1513 - Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales",Manufactura,759400675,68773517,488377550,308509717,179867833,701706368,83632083,517765902,363250452,154515450,10 NIIF Plenas - Individual Grupo 1
380,900015051,ACEITES MANUELITA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,PALMIRA,C2029 - Fabricación de otros productos químicos n.c.p.,Manufactura,758553460,51537043,611691644,332829325,278862319,913349120,139449114,694616672,354834031,339782641,20 NIIF Plenas - Separado Grupo 1
381,900366010,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,SUPERSERVICIOS,Costa Pacífica,CAUCA,POPAYAN,"D3513 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,758023354,22777544,1121727001,1020091427,101635574,659377373,58883186,973724780,835983564,137741216,
382,890925215,PRODUCTOS AUTOADHESIVOS ARCLAD S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO,C1709 - Fabricación de otros artículos de papel y cartón,Manufactura,755964001,20012490,649385905,296906310,352479595,834445952,54656344,792577141,437012232,355564909,20 NIIF Plenas - Separado Grupo 1
383,900763357,CONCESION PACIFICO TRES SAS,SUPERTRANSPORTE,Eje Cafetero,CALDAS,MANIZALES,F4210 - Obras de ingeniería civil,Construccion ,754886406,-15715001,3646085185,3372786533,273298652,716938950,89880046,3829604789,3540591136,289013653,GRUPO 1
384,900308744,GECELCA 3 S.A.S. E.S.P.,SUPERSERVICIOS,Costa Atlántica,ATLANTICO,BARRANQUILLA,"D3511 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,751869481,-42085614,2038071396,1678723237,359348159,610284298,-75162915,2069650496,1668216724,401433772,
385,901019586,CI ESLOP SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4662 - Comercio al por mayor de metales y productos metalíferos,Comercio,750555830,1501540,30818282,20334306,10483976,468528256,72030,20549378,10866989,9682389,40 NIIF Pymes - Individual Grupo 2
386,860017005,CHALLENGERSAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2750 - Fabricación de aparatos de uso doméstico,Manufactura,750397557,31757486,696292090,443757069,252535021,716471040,12427391,650669587,428062745,222606842,10 NIIF Plenas - Individual Grupo 1
387,900219353,SEABOARD OVERSEAS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,Comercio,750119370,2766830,125219579,112553180,12666399,1008498432,-4339019,262435128,252535559,9899569,10 NIIF Plenas - Individual Grupo 1
388,900713658,CNE OIL & GAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0620 - Extracción de gas natural,Minero,749771990,282132146,1930812899,1098314428,832498471,775363072,148030876,1858685565,1124450326,734235239,10 NIIF Plenas - Individual Grupo 1
389,890209174,ISMOCOL SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4290 - Construcción de otras obras de ingeniería civil,Construccion ,747162351,19609164,572677350,161392453,411284897,772350016,108236994,593567154,171453791,422113363,40 NIIF Pymes - Individual Grupo 2
390,860058831,AVICOLA LOS CAMBULOS S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",A0145 - Cría de aves de corral,Agropecuario,747053373,4635898,137877061,97492517,40384544,707136832,2826626,171067275,135318630,35748645,40 NIIF Pymes - Individual Grupo 2
391,900459737,GRUPO EDS AUTOGAS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO,G4731 - Comercio al por menor de combustible para automotores,Comercio,743974860,30159997,187839585,46071983,141767602,636498432,26369914,160477012,48869407,111607605,10 NIIF Plenas - Individual Grupo 1
392,890901826,HOSPITAL PABLO TOBON URIBE,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,S9499 - Actividades de otras asociaciones n.c.p.,Servicios,743429593,33073755,870484000,279958000,590526000,639703816,49025501,763001678,297274786,465726892,GRUPO 1
393,900341086,Comercial Nutresa S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4610 - Comercio al por mayor a cambio de una retribución o por contrata,Comercio,741227400,45671783,560729748,437935058,122794690,655539200,44657565,494730835,376869339,117861496,10 NIIF Plenas - Individual Grupo 1
394,860034944,PRODUCTORA DE CABLES PROCABLES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2731 - Fabricación de hilos y cables eléctricos y de fibra óptica,Manufactura,732004370,31462855,277352227,118253243,159098984,665225856,22485857,310414166,182778037,127636129,10 NIIF Plenas - Individual Grupo 1
395,830037946,PANAMERICANA LIBRERIA Y PAPELERIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",Comercio,730758260,77579741,1115409864,283350642,832059222,747386432,87804218,1032329635,312893545,719436090,50 NIIF Pymes - Separado Grupo 2
